order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Extraction_Date,source,extracted_at,data_source
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
19,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
20,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
22,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
24,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
26,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
31,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
33,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
34,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
36,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
37,164,4,2016-01-25,2016-01-28,2016-01-26,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
40,348,4,2016-01-27,2016-01-28,2016-01-29,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
41,979,4,2016-01-27,2016-01-30,2016-01-29,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
42,1095,4,2016-01-27,2016-01-28,2016-01-30,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
43,1434,4,2016-01-27,2016-01-28,2016-01-30,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
44,861,4,2016-01-28,2016-01-31,2016-01-30,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
45,1220,4,2016-01-28,2016-01-31,2016-01-31,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
46,746,4,2016-01-29,2016-01-31,2016-01-31,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
47,1234,4,2016-01-29,2016-01-30,2016-01-31,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
48,1012,4,2016-01-30,2016-02-01,2016-02-02,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
49,608,4,2016-01-31,2016-02-01,2016-02-02,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
50,872,4,2016-01-31,2016-02-03,2016-02-02,3,8,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
51,1047,4,2016-02-01,2016-02-02,2016-02-03,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
52,767,4,2016-02-03,2016-02-04,2016-02-05,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
53,965,4,2016-02-03,2016-02-04,2016-02-05,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
54,535,4,2016-02-04,2016-02-07,2016-02-07,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
55,1173,4,2016-02-04,2016-02-07,2016-02-06,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
56,1241,4,2016-02-04,2016-02-06,2016-02-07,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
57,1305,4,2016-02-04,2016-02-06,2016-02-06,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
58,504,4,2016-02-05,2016-02-07,2016-02-07,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
59,563,4,2016-02-05,2016-02-07,2016-02-06,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
60,151,4,2016-02-06,2016-02-08,2016-02-07,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
61,277,4,2016-02-06,2016-02-09,2016-02-09,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
62,208,4,2016-02-07,2016-02-10,2016-02-10,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
63,1075,4,2016-02-07,2016-02-09,2016-02-09,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
64,1185,4,2016-02-07,2016-02-08,2016-02-09,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
65,996,4,2016-02-08,2016-02-09,2016-02-11,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
66,1253,4,2016-02-09,2016-02-12,2016-02-12,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
67,526,4,2016-02-09,2016-02-11,2016-02-10,3,8,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
68,381,4,2016-02-10,2016-02-11,2016-02-13,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
69,1413,4,2016-02-10,2016-02-12,2016-02-11,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
71,797,4,2016-02-11,2016-02-14,2016-02-12,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
72,1386,4,2016-02-12,2016-02-15,2016-02-13,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
73,612,4,2016-02-12,2016-02-15,2016-02-14,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
74,264,4,2016-02-13,2016-02-15,2016-02-15,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
75,587,4,2016-02-14,2016-02-15,2016-02-17,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
77,385,4,2016-02-16,2016-02-19,2016-02-19,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
78,1182,4,2016-02-16,2016-02-18,2016-02-19,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
79,529,4,2016-02-17,2016-02-20,2016-02-20,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
80,397,4,2016-02-17,2016-02-20,2016-02-19,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
81,521,4,2016-02-17,2016-02-19,2016-02-18,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
82,1223,4,2016-02-18,2016-02-21,2016-02-20,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
83,393,4,2016-02-19,2016-02-20,2016-02-20,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
84,317,4,2016-02-20,2016-02-22,2016-02-21,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
85,1174,4,2016-02-20,2016-02-23,2016-02-21,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
86,276,4,2016-02-21,2016-02-22,2016-02-23,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
87,516,4,2016-02-21,2016-02-22,2016-02-23,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
88,1069,4,2016-02-21,2016-02-22,2016-02-23,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
89,668,4,2016-02-21,2016-02-24,2016-02-24,3,8,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
90,414,4,2016-02-23,2016-02-25,2016-02-24,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
91,648,4,2016-02-25,2016-02-27,2016-02-28,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
92,1309,4,2016-02-25,2016-02-28,2016-02-28,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
93,1328,4,2016-02-26,2016-02-28,2016-02-27,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
94,929,4,2016-02-27,2016-02-28,2016-02-29,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
95,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
96,1094,4,2016-02-27,2016-02-29,2016-02-28,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
97,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
98,1194,4,2016-02-28,2016-02-29,2016-02-29,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
99,1165,4,2016-02-29,2016-03-01,2016-03-03,3,9,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
100,1237,4,2016-03-01,2016-03-04,2016-03-03,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
101,271,4,2016-03-01,2016-03-04,2016-03-04,3,8,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
102,336,4,2016-03-02,2016-03-05,2016-03-03,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
103,991,4,2016-03-03,2016-03-06,2016-03-05,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
104,7,4,2016-03-03,2016-03-05,2016-03-05,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
105,306,4,2016-03-03,2016-03-05,2016-03-04,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
106,422,4,2016-03-04,2016-03-05,2016-03-05,3,9,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
107,633,4,2016-03-06,2016-03-09,2016-03-09,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
108,12,4,2016-03-06,2016-03-09,2016-03-07,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
109,1255,4,2016-03-06,2016-03-09,2016-03-09,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
110,677,4,2016-03-06,2016-03-08,2016-03-09,3,9,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
112,469,4,2016-03-08,2016-03-11,2016-03-10,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
113,1078,4,2016-03-08,2016-03-11,2016-03-11,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
114,1431,4,2016-03-08,2016-03-10,2016-03-11,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
116,471,4,2016-03-10,2016-03-11,2016-03-11,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
120,327,4,2016-03-14,2016-03-15,2016-03-17,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
122,786,4,2016-03-14,2016-03-16,2016-03-15,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
123,766,4,2016-03-15,2016-03-18,2016-03-17,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,1714563448.0212574,SQL-Server,2025-12-01T00:39:47.978004+00:00,MySQL:orders
