order_id,item_id,product_id,quantity,list_price,discount,Extraction_Date,source,extracted_at,data_source
97.0,2,b'2',1,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
97.0,3,b'6',2,469.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
98.0,3,b'2',1,749.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
99.0,4,b'7',2,3999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
100.0,3,b'7',2,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
103.0,2,b'3',1,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
103.0,5,b'9',2,2999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
105.0,2,b'3',1,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
105.0,3,b'9',1,2999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
109.0,2,b'6',1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
112.0,4,b'5',1,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
113.0,3,b'6',1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
113.0,5,b'5',2,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
114.0,2,b'2',1,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
118.0,2,b'4',1,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
118.0,3,b'6',1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
118.0,4,b'3',2,999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
120.0,2,b'6',2,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
121.0,1,b'5',1,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
121.0,3,b'4',2,2899.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
121.0,5,b'2',2,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
124.0,2,b'4',1,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
124.0,3,b'7',2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
126.0,1,b'9',2,2999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
127.0,3,b'4',2,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
128.0,3,b'4',2,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
128.0,4,b'3',2,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
129.0,2,b'9',1,2999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
130.0,2,b'5',2,1320.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
131.0,2,b'4',2,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
132.0,1,b'2',2,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
132.0,3,b'9',1,2999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
134.0,2,b'2',2,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
135.0,1,b'5',2,1320.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
135.0,4,b'2',1,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
136.0,1,b'7',2,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
136.0,2,b'3',2,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
138.0,2,b'6',1,469.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
139.0,2,b'3',1,999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
140.0,4,b'3',1,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
143.0,1,b'6',1,469.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
144.0,1,b'8',2,1799.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
145.0,2,b'9',2,2999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
146.0,1,b'3',2,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
146.0,4,b'6',2,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
146.0,5,b'2',1,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
150.0,1,b'7',1,3999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
150.0,2,b'3',1,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
152.0,1,b'6',2,469.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
153.0,2,b'8',1,1799.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
155.0,1,b'8',1,1799.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
156.0,3,b'6',1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
157.0,1,b'4',1,2899.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
157.0,2,b'7',2,3999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
161.0,3,b'7',2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
162.0,3,b'3',2,999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
164.0,1,b'4',2,2899.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
165.0,1,b'4',2,2899.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
165.0,3,b'2',1,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
167.0,4,b'7',2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
168.0,1,b'6',1,469.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
169.0,2,b'5',1,1320.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
170.0,3,b'7',1,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
171.0,1,b'8',1,1799.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
175.0,1,b'5',1,1320.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
175.0,2,b'2',2,749.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
176.0,1,b'2',2,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
178.0,3,b'3',1,999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
184.0,1,b'4',1,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
184.0,2,b'5',1,1320.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
185.0,2,b'8',1,1799.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
186.0,1,b'4',1,2899.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
186.0,2,b'6',1,469.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
187.0,1,b'5',1,1320.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
188.0,1,b'7',2,3999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
190.0,3,b'3',2,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
191.0,3,b'3',1,999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
191.0,4,b'8',2,1799.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
192.0,1,b'8',2,1799.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
192.0,3,b'2',1,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
195.0,3,b'5',2,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
195.0,4,b'4',2,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
196.0,1,b'6',1,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
196.0,2,b'3',2,999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
197.0,1,b'4',2,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
197.0,2,b'2',2,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
198.0,1,b'6',2,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
198.0,3,b'8',2,1799.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
199.0,3,b'4',1,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
201.0,2,b'7',1,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
202.0,1,b'8',1,1799.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
203.0,2,b'3',2,999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
204.0,1,b'6',2,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
207.0,2,b'5',1,1320.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
207.0,4,b'7',2,3999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
208.0,1,b'6',2,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
208.0,2,b'4',2,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
208.0,3,b'3',1,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
211.0,2,b'2',2,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
212.0,4,b'7',1,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
218.0,1,b'2',2,749.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
219.0,2,b'5',1,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
220.0,1,b'6',2,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
220.0,4,b'3',2,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
222.0,2,b'2',2,749.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
223.0,1,b'7',2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
223.0,2,b'5',1,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
224.0,1,b'6',1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
225.0,2,b'9',1,2999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
226.0,1,b'2',1,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
227.0,1,b'3',2,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
228.0,2,b'2',2,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
228.0,4,b'4',1,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
229.0,2,b'5',2,1320.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
229.0,3,b'8',1,1799.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
231.0,1,b'8',2,1799.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
231.0,3,b'5',2,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
232.0,4,b'8',2,1799.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
234.0,4,b'7',1,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
235.0,1,b'6',1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
235.0,3,b'7',2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
236.0,1,b'3',2,999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
236.0,2,b'2',2,749.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
236.0,3,b'4',2,2899.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
238.0,5,b'7',1,3999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
239.0,4,b'4',2,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
240.0,1,b'9',1,2999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
240.0,2,b'8',1,1799.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
240.0,3,b'5',1,1320.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
241.0,1,b'7',1,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
242.0,1,b'3',1,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
243.0,3,b'7',2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
245.0,2,b'8',1,1799.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
247.0,2,b'3',1,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
248.0,4,b'9',1,2999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
249.0,1,b'7',2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
252.0,2,b'4',1,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
254.0,1,b'6',2,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
254.0,2,b'3',1,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
255.0,1,b'5',2,1320.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
255.0,3,b'2',2,749.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
257.0,1,b'8',2,1799.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
258.0,1,b'8',2,1799.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
258.0,2,b'4',1,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
259.0,2,b'6',2,469.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
259.0,3,b'2',2,749.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
259.0,4,b'4',1,2899.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
262.0,1,b'2',1,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
262.0,2,b'9',2,2999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
263.0,1,b'9',1,2999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
263.0,2,b'3',1,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
263.0,3,b'2',2,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
264.0,4,b'3',2,999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
265.0,1,b'9',2,2999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
266.0,1,b'6',2,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv
