order_id,item_id,product_id,quantity,list_price,discount,Extraction_Date,source,extracted_at,data_source,customer_id,store_id,staff_id,order_date,shipped_date,order_status,local_price,brand_id,category_id,total_price,order_date_id,shipped_date_id
89,1,5,1,1320.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,668.0,3.0,8.0,2016-02-21,2016-02-24,4.0,62665.47764532,3,6,62665.47764532,43.0,690.0
89,2,6,2,469.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,668.0,3.0,8.0,2016-02-21,2016-02-24,4.0,22295.51157732,8,6,44591.02315464,43.0,690.0
90,1,3,1,999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,414.0,2.0,7.0,2016-02-23,2016-02-24,4.0,47437.79361732,8,6,47437.79361732,44.0,690.0
90,2,6,1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,414.0,2.0,7.0,2016-02-23,2016-02-24,4.0,22295.51157732,8,6,22295.51157732,44.0,690.0
92,1,8,1,1799.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1309.0,2.0,7.0,2016-02-25,2016-02-28,4.0,85388.40801732,9,6,85388.40801732,45.0,48.0
93,4,2,1,749.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1328.0,1.0,3.0,2016-02-26,2016-02-27,4.0,35578.226617320004,5,6,35578.226617320004,46.0,47.0
94,2,4,1,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,929.0,1.0,2.0,2016-02-27,2016-02-29,4.0,137570.50281732,9,6,137570.50281732,47.0,49.0
95,3,8,2,1799.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,218.0,2.0,7.0,2016-02-27,2016-02-28,4.0,85388.40801732,9,6,170776.81603464,47.0,48.0
97,2,2,1,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,204.0,2.0,7.0,2016-02-28,2016-03-01,4.0,35578.226617320004,5,6,35578.226617320004,48.0,50.0
97,3,6,2,469.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,204.0,2.0,7.0,2016-02-28,2016-03-01,4.0,22295.51157732,8,6,44591.02315464,48.0,50.0
98,3,2,1,749.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1194.0,2.0,6.0,2016-02-28,2016-02-29,4.0,35578.226617320004,5,6,35578.226617320004,48.0,49.0
99,4,7,2,3999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1165.0,3.0,9.0,2016-02-29,2016-03-03,4.0,189752.59761732,9,6,379505.19523464,49.0,52.0
100,3,7,2,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1237.0,2.0,7.0,2016-03-01,2016-03-03,4.0,189752.59761732,9,6,379505.19523464,50.0,52.0
103,2,3,1,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,991.0,1.0,2.0,2016-03-03,2016-03-05,4.0,47437.79361732,8,6,47437.79361732,52.0,691.0
103,5,9,2,2999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,991.0,1.0,2.0,2016-03-03,2016-03-05,4.0,142314.32961731998,9,5,284628.65923463996,52.0,691.0
105,2,3,1,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,306.0,2.0,7.0,2016-03-03,2016-03-04,4.0,47437.79361732,8,6,47437.79361732,52.0,53.0
105,3,9,1,2999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,306.0,2.0,7.0,2016-03-03,2016-03-04,4.0,142314.32961731998,9,5,142314.32961731998,52.0,53.0
109,2,6,1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1255.0,2.0,6.0,2016-03-06,2016-03-09,4.0,22295.51157732,8,6,22295.51157732,54.0,57.0
112,4,5,1,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,469.0,2.0,6.0,2016-03-08,2016-03-10,4.0,62665.47764532,3,6,62665.47764532,56.0,58.0
113,3,6,1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1078.0,2.0,6.0,2016-03-08,2016-03-11,4.0,22295.51157732,8,6,22295.51157732,56.0,692.0
113,5,5,2,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1078.0,2.0,6.0,2016-03-08,2016-03-11,4.0,62665.47764532,3,6,125330.95529064,56.0,692.0
114,2,2,1,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1431.0,2.0,7.0,2016-03-08,2016-03-11,4.0,35578.226617320004,5,6,35578.226617320004,56.0,692.0
118,2,4,1,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,577.0,1.0,2.0,2016-03-12,2016-03-13,4.0,137570.50281732,9,6,137570.50281732,59.0,693.0
118,3,6,1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,577.0,1.0,2.0,2016-03-12,2016-03-13,4.0,22295.51157732,8,6,22295.51157732,59.0,693.0
118,4,3,2,999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,577.0,1.0,2.0,2016-03-12,2016-03-13,4.0,47437.79361732,8,6,94875.58723464,59.0,693.0
120,2,6,2,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,327.0,2.0,7.0,2016-03-14,2016-03-17,4.0,22295.51157732,8,6,44591.02315464,60.0,63.0
121,1,5,1,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,755.0,2.0,6.0,2016-03-14,2016-03-16,4.0,62665.47764532,3,6,62665.47764532,60.0,62.0
121,3,4,2,2899.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,755.0,2.0,6.0,2016-03-14,2016-03-16,4.0,137570.50281732,9,6,275141.00563464,60.0,62.0
121,5,2,2,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,755.0,2.0,6.0,2016-03-14,2016-03-16,4.0,35578.226617320004,5,6,71156.45323464001,60.0,62.0
124,2,4,1,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,403.0,1.0,3.0,2016-03-16,2016-03-17,4.0,137570.50281732,9,6,137570.50281732,62.0,63.0
124,3,7,2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,403.0,1.0,3.0,2016-03-16,2016-03-17,4.0,189752.59761732,9,6,379505.19523464,62.0,63.0
126,1,9,2,2999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1365.0,2.0,7.0,2016-03-16,2016-03-18,4.0,142314.32961731998,9,5,284628.65923463996,62.0,64.0
127,3,4,2,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,484.0,3.0,8.0,2016-03-17,2016-03-19,4.0,137570.50281732,9,6,275141.00563464,63.0,65.0
128,3,4,2,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,86.0,2.0,6.0,2016-03-18,2016-03-21,4.0,137570.50281732,9,6,275141.00563464,64.0,67.0
128,4,3,2,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,86.0,2.0,6.0,2016-03-18,2016-03-21,4.0,47437.79361732,8,6,94875.58723464,64.0,67.0
129,2,9,1,2999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,84.0,2.0,7.0,2016-03-19,2016-03-21,4.0,142314.32961731998,9,5,142314.32961731998,65.0,67.0
130,2,5,2,1320.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1049.0,2.0,6.0,2016-03-19,2016-03-20,4.0,62665.47764532,3,6,125330.95529064,65.0,66.0
131,2,4,2,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,316.0,3.0,8.0,2016-03-19,2016-03-20,4.0,137570.50281732,9,6,275141.00563464,65.0,66.0
132,1,2,2,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,46.0,1.0,3.0,2016-03-20,2016-03-23,4.0,35578.226617320004,5,6,71156.45323464001,66.0,68.0
132,3,9,1,2999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,46.0,1.0,3.0,2016-03-20,2016-03-23,4.0,142314.32961731998,9,5,142314.32961731998,66.0,68.0
134,2,2,2,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,679.0,2.0,7.0,2016-03-20,2016-03-21,4.0,35578.226617320004,5,6,71156.45323464001,66.0,67.0
135,1,5,2,1320.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1354.0,2.0,7.0,2016-03-21,2016-03-23,4.0,62665.47764532,3,6,125330.95529064,67.0,68.0
135,4,2,1,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1354.0,2.0,7.0,2016-03-21,2016-03-23,4.0,35578.226617320004,5,6,35578.226617320004,67.0,68.0
136,1,7,2,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1192.0,3.0,8.0,2016-03-21,2016-03-23,4.0,189752.59761732,9,6,379505.19523464,67.0,68.0
136,2,3,2,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1192.0,3.0,8.0,2016-03-21,2016-03-23,4.0,47437.79361732,8,6,94875.58723464,67.0,68.0
138,2,6,1,469.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,438.0,2.0,7.0,2016-03-23,2016-03-25,4.0,22295.51157732,8,6,22295.51157732,68.0,69.0
139,2,3,1,999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,710.0,2.0,7.0,2016-03-23,2016-03-26,4.0,47437.79361732,8,6,47437.79361732,68.0,70.0
140,4,3,1,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1264.0,2.0,7.0,2016-03-23,2016-03-26,4.0,47437.79361732,8,6,47437.79361732,68.0,70.0
143,1,6,1,469.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,693.0,2.0,7.0,2016-03-26,2016-03-28,4.0,22295.51157732,8,6,22295.51157732,70.0,72.0
144,1,8,2,1799.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1124.0,2.0,7.0,2016-03-26,2016-03-29,4.0,85388.40801732,9,6,170776.81603464,70.0,73.0
